旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
尊爵天際大飯店,桃園市蘆竹區南崁路1段108號,03-2121001,http://www.skyline-hotels.com.tw,250間,NT$7500-19800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
楓墅休憩庭園,桃園市復興區華陵里14鄰中心路210巷17號,0965-357601,-,5間,NT$7500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
日安,桃園市大溪區一德里11鄰康莊路349號,0910-685810,-,3間,NT$7500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
六星旅館,桃園市桃園區經國路721號,03-3467668,https://www.168inn.com.tw/zh-tw/,61間,NT$7800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7800,-
智醫康寓,桃園市桃園區民生路107號,03-3362575,http://www.healthy-residence.com,193間,NT$7800-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7800,-
太客旅店,桃園市桃園區中正路391、393號,03-3336690,-,21間,NT$7880-7880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7880,-
伊加伊時尚旅館,桃園市龍潭區永和路85號2-3樓,03-4713388,http://www.one-motel.com.tw,29間,NT$7980-11880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7980,-
秘境瀑布民宿,桃園市復興區霞雲里庫志10號,03-3821889,-,2間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8000,-
168汽車旅館(中壢二館),桃園市中壢區中美路二段160號及愛國路110號,03-4276333,http://www.168inn.com.tw,34間,NT$8000-9200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8000,-
沐楓商務旅館,桃園市中壢區博愛三路38號,03-4275999,http://www.hotelmu.com.tw/,48間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8000,-
台北諾富特華航桃園機場飯店,桃園市大園區航站南路1-1號,03-3980888,http://www.novoteltaipeiairport.com/tw/,519間,NT$8000-12300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8000,-
艾爾芙公園行旅,桃園市大園區大仁路109號,03-2875366,-,30間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8000,-
爺亨溫泉民宿,桃園市復興區三光里9鄰爺亨24號,03-3912978,-,1間,NT$8200-8200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8200,-
丹尼爾汽車旅館,桃園市平鎮區環南路3段29號1-3樓,03-4285666,-,32間,NT$8330-8330(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8330,-
福容大飯店桃園機場捷運A8,桃園市龜山區復興一路2號3至9樓,03-3285688,http://www.fullon-hotels.com.tw/a8/,189間,NT$8800-32800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8800,-
摩登汽車旅館,桃園市桃園區南平路476號2樓,03-3255757,-,44間,NT$8800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8800,-
萊茵旅館,"桃園市龍潭區金龍路79巷21,21-1號1-3樓",03-4891566,-,29間,NT$8800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8800,-
寶浤總裁行館,桃園市龜山區文化一路86之18號1-4樓,03-3280909,http://www.presidentmotel.com.tw/about.aspx,48間,NT$8880-18880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8880,-
日涵旅館,桃園市中壢區新興路114號1-4樓,03-4581428,http://www.happyholiday.68h.tw/,31間,NT$8980-12880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),8980,-
福華石門水庫渡假飯店,桃園市龍潭區大平里民富街176號2-10樓,03-4112323,http://www.howard-hotels.com.tw/shihmen/home/,94間,NT$9000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9000,-
六星旅館(中壢館),桃園市中壢區元化路二段122號,03-4226322,http://www.168inn.com.tw,33間,NT$9600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9600,-
桃花園飯店,"桃園市桃園區復興路147,151,153號",03-2868333,http://www.taogarden.com.tw,240間,NT$9680-55000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9680,-
揚昇山莊,桃園市楊梅區楊昇路256號1-3樓,03-4780099,http://www.sunrise-golf.com.tw,83間,NT$9800-88000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9800,-
賓利酒店,桃園市中壢區新興路254號、254號2樓、254號3樓、254號4樓及260號,03-4595466,-,72間,NT$9800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9800,-
歐悅精品汽車旅館桃園分館,桃園市桃園區大興西路二段191號2-4樓,03-3017511,http://www.ohyamotel.com/,28間,NT$9880-36880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9880,-
米淇旅店,桃園市中壢區中山路75巷11、13、15號,03-4261700,-,40間,NT$9888-16888(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9888,-
絕色汽車旅館,桃園市桃園區大興西路一段116號2-3樓,03-3260101,http://www.color-motel.com.tw,42間,NT$9980-9980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),9980,-
達觀農場,桃園市復興區華陵里13鄰巴崚189號,03-3912212,-,5間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10000,-
名人堂花園大飯店,桃園市龍潭區民生路141巷150號,03-4339090,https://www.fhgh.com.tw/,128間,NT$10000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10000,-
馬廄民宿,桃園市龍潭區三和里6鄰渴望二路125巷72弄13號,0988-606896,http://www.stables.tw/,4間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10000,-
北橫貫下巴陵溫泉山莊,桃園市復興區華陵里7鄰巴崚21之1號,03-3912323,http://www.shabaling.com/,5間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10000,-
藍水輕旅,桃園市大園區高鐵南路一段126號,03-2871855,-,106間,NT$10800-18800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10800,-
英倫假期旅店,桃園市中壢區中山路41號3樓、3樓之一,03-4221670,-,22間,NT$10880-10880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10880,-
捷適商旅,"桃園市中壢區中山東路一段155號1-8樓,157號1-2樓",03-4616655,http://www.just-hotel.com/,54間,NT$10880-13880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),10880,2
景鴻汽車旅館,桃園市大園區菓林里三民路二段609之1號至609之18號,03-3935588,https://www.facebook.com/TYmotel,34間,NT$11000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),11000,-
桃園喜來登酒店,桃園市大園區大觀路777號,03-3851188,https://www.sheraton-taoyuan.com/,189間,NT$11000-27000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),11000,4
南方莊園渡假飯店,桃園市中壢區樹籽路8號,03-4202122,http://www.southgarden.com.tw,111間,NT$11800-50800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),11800,-
羅浮天空,桃園市復興區義盛里8鄰大利幹13號,0928-866588,-,5間,NT$12000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),12000,-
城市商旅-航空館,桃園市大園區中正東路442號1-10樓,03-3853017,http://www.citysuites.com.tw/,229間,NT$12000-21000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),12000,-
七星花園旅舘,桃園市中壢區中華路2段152號,03-4636666,-,79間,NT$14200-14200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),14200,-
和逸飯店桃園青埔館,桃園市中壢區桃園市中壢區春德路101號,03-2737699,https://hotelcozzi.com/,218間,NT$15000-130000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),15000,4
承攜行旅中壢中正館,桃園市中壢區中正路51號9-12樓,03-4266628,-,127間,NT$15800-20800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),15800,3
富立登國際大飯店,桃園市蘆竹區長榮路55號,03-2120001,http://www.freedom-tw.com,187間,NT$16800-38800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),16800,-
桃園大溪笠復威斯汀度假酒店,桃園市大溪區日新路166號,03-2725777,http://www.westintashee.com/zh,205間,NT$18000-180000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),18000,-
玫瑰左岸莊園,桃園市大溪區月眉里15鄰信義路2號,03-3880655,https://www.innrose.com.tw/,5間,NT$20000-40000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),20000,-
綠藤輕旅,桃園市大園區中山南路二段673號及領航北路三段295號,03-3819578,-,71間,NT$26800-29800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),26800,-
山裡生活民宿,桃園市復興區三民里14鄰大窩路601號,09-28186200,-,5間,NT$34000-34000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),34000,-
歐遊精品汽車旅館-中壢館,桃園市平鎮區環南路二段139號,03-4920099,http://WWW.ALLURMOTEL.COM,39間,NT$38800-38800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),38800,3
