旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
自在旅墅山莊,南投縣國姓鄉北港村2鄰北原路34-2號,0932-553559,http://www.mzl.com.tw,8間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
祥盛旅店,南投縣埔里鎮中山路二段269號,0935-045415,-,4間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
挈客茵民宿,南投縣竹山鎮硘磘里7鄰硘磘街250號,0910-222921,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
清境家園景觀山莊(特色民宿),南投縣仁愛鄉大同村仁和路206-2號,049-2803293,-,10間,NT$4000-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
日光青境民宿,南投縣仁愛鄉大同村壽亭巷31號,049-2802000,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
聚彩園,南投縣仁愛鄉大同村博望巷98號,049-2803410,-,5間,NT$4000-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
風鈴鐵道莊園,南投縣集集鎮田寮里5鄰草嶺巷5-8號,049-2781868,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
芙蓉客棧民宿,南投縣埔里鎮牛眠里24鄰福興路46號,04-25324113,-,4間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
明玥居,南投縣國姓鄉長福村長雙巷15-3號,049-2431151,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
800嵐民宿,南投縣竹山鎮延山里10鄰鹿山路800號,049-2643295,-,3間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
山明水秀民宿,南投縣魚池鄉日月村光華街48號,049-2850308,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
牛耳藝術渡假村,南投縣埔里鎮南村里2鄰中山路四段1-6號,049-2912248,-,9間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
嘉樂的家,南投縣鹿谷鄉竹豐村中湖巷4之2號,0966-111362,https://site.traiwan.com/JiasHomestay/,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
晶鑽有機紅茶咖啡坊(特色民宿),南投縣魚池鄉魚池村秀水路266號,049-2898618,http://www.naturalfarm.com.tw,7間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
山同青旅民宿,南投縣埔里鎮同聲里1鄰南安路118號,0912-977955,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
梵谷星空,南投縣埔里鎮溪南里2鄰南環路500號,0935-002443,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
波波米繪本民宿(特色民宿),南投縣埔里鎮西門里25鄰中正路631巷12號,049-2911410,http://www.bobomibnb.com,7間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
日月潭鴻賓大飯店,南投縣魚池鄉水社村名勝街3號,049-2855381,-,42間,NT$4000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
平雲山都,南投縣埔里鎮廣成里永豐路12之1號,049-2930930,-,18間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
眉溪曉莊,南投縣埔里鎮牛眠里守城路2-5號,049-2993038,-,3間,NT$4000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
水尾民宿,南投縣埔里鎮向善里向善路102號,0923-164999,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
悠然,南投縣竹山鎮南投縣竹山鎮雲林新村二路62之1號,0965-643351,-,2間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
禪鏡山莊,南投縣鹿谷鄉和雅村愛鄉路42-61號,049-2753913,-,4間,NT$4000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
梅庄休閒民宿(特色民宿),南投縣國姓鄉北港村長北路46號,049-2462238,-,10間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
御良田民宿,南投縣國姓鄉北港村9鄰北圳巷1之13號,049-2462688,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
清境雲之瀑,南投縣仁愛鄉大同村信義巷79號,049-2803695,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
雲頂休閒山莊(特色民宿),南投縣仁愛鄉大同村仁和路182-2號,049-2803788,-,8間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
星月心民宿,南投縣埔里鎮大湳里5鄰中山路1段425號,0975-633985,http://heart.okgo.tw,15間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
集集富麗民宿,南投縣集集鎮民權路62號,0935-386559,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
慢森活庭園民宿,南投縣鹿谷鄉竹林村田頭巷47之1號,049-2676055,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
嶺仙花園渡假山莊民宿,南投縣仁愛鄉大同村仁和路217號,049-2803166,-,12間,NT$4000-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
晨煦行旅,南投縣鹿谷鄉內湖村興產路22號,049-2612451,-,5間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
怡然自得,南投縣竹山鎮硘磘里建國路217號,0937-758041,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
兩條內褲南法鄉村咖啡民宿,南投縣埔里鎮北梅里漢陽一街9號,0926-328693,-,3間,NT$4000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
潘朵拉民宿,南投縣埔里鎮大城里大同一巷2號,049-2911911,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4000,-
雲海景觀渡假山莊(特色民宿),南投縣仁愛鄉大同村仁和路217-2號,049-2803889,http://www.enhai.com.tw,15間,NT$4080-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4080,-
龍鶴渡假會館,南投縣埔里鎮溪南里3鄰珠生路78-2號,0982-338787,-,5間,NT$4080-5580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4080,-
可可摩鐵時尚旅店,南投縣埔里鎮籃城里1鄰中正路980巷116號,049-2980555,http://www.cocomotel.com.tw,5間,NT$4180-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4180,-
來福居民宿,南投縣仁愛鄉大同村定遠新村18-7號,049-2803131,-,5間,NT$4180-4180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4180,-
彩虹田民宿,南投縣集集鎮八張里民權路268號,049-2761670,http://www.rainbowfield.com.tw,5間,NT$4200-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
埔中城民宿,南投縣埔里鎮溪南里新生路148-5號,049-2420963,-,5間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
台灣黑熊網球民宿,南投縣魚池鄉東池村東興巷21-76號,049-2899984,-,5間,NT$4200-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
櫻花嶺渡假山莊(特色民宿),南投縣鹿谷鄉竹林村田頭巷25-3-2號,049-2677370,http://www.sakuravilla.com.tw,8間,NT$4200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
倍詩泰民宿,南投縣集集鎮吳厝里八張一街158號,049-2764707,-,4間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
星光月語民宿,南投縣仁愛鄉大同村博望巷30-1號,049-2802410,http://www.starshine.tw/,5間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
猴子漫步民宿,南投縣南投市福山里八德路350號,0922-320822,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
香亭民宿,南投縣埔里鎮蜈蚣里11鄰中山路一段66號,049-2920676,https://stresort.okgo.tw/,7間,NT$4200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
埔里25旅店,南投縣埔里鎮牛眠里18鄰福興路27巷5號,0928-309888,-,5間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
瑞居行旅,南投縣魚池鄉大雁村大雁巷-26-11號,049-2895589,https://www.thedeer.com.tw/,40間,NT$4200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
春天花園城堡(特色民宿),南投縣仁愛鄉大同村榮光巷8-8號,049-2803559,http://www.spring-garden.com.tw,7間,NT$4200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
仁都休閒旅館,南投縣埔里鎮牛眠里中正路1070號,049-2932229,-,63間,NT$4200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
晨曦民宿,南投縣仁愛鄉大同村壽亭巷14-2號,049-2802247,-,3間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
橙林小徑民宿,南投縣魚池鄉新城村通文巷6-6號,049-2897068,-,5間,NT$4200-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
布拉姆索鄉村民宿,南投縣埔里鎮桃米里桃米巷5-3號,049-2910880,http://bramasole.okgo.tw/,5間,NT$4200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
千甲農莊,南投縣國姓鄉大石村昌榮巷1-1號,049-2450243,http://www.cj-farm.com,5間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
山嵐商旅民宿,南投縣集集鎮集賢街332、336、338號,0933-168194,https://shanlanhotel.ego.tw,13間,NT$4200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
棒棒民宿,南投縣魚池鄉共和村五馬巷11-38號,0956-967899,-,5間,NT$4200-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4200,-
玩。房子,南投縣魚池鄉中明村文正巷25-8號,0923-868700,http://onehouse.okgo.tw/,5間,NT$4300-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
八台莊園,南投縣水里鄉南光村3鄰民生路81巷2號,0926-584523,-,12間,NT$4300-5700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
溪頭老爺山莊,南投縣鹿谷鄉內湖村興產路76-15號,049-2751251,-,10間,NT$4300-9400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4300,-
杉林溪主題會館,南投縣竹山鎮大鞍里溪山路6號,049-2611211,https://www.goto307.com.tw,261間,NT$4400-10600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4400,-
清境之星樂活莊園民宿,南投縣仁愛鄉大同村壽亭巷25-1號,049-2802156,-,3間,NT$4480-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4480,-
摘星花園山莊(特色民宿),南投縣仁愛鄉大同村榮光巷51號,049-2802946,http://www.starvilla.com.tw/,13間,NT$4500-14500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
桂月村,南投縣魚池鄉水社村名勝街28號,049-2855765,http://www.laurelvilla.com.tw,5間,NT$4500-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
鎮寶大飯店,南投縣埔里鎮忠孝路299號,049-2903333,-,300間,NT$4500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,3
龍山泉休閒民宿(特色民宿),南投縣埔里鎮一新里東峰路7-12號,049-2930345,-,8間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
清境普羅旺斯玫瑰花園,南投縣仁愛鄉大同村定遠新村24-1號,049-2803990,-,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
可倫巴,南投縣集集鎮八張里八張街46號,049-2760666,http://www.kurumba.com.tw/,5間,NT$4500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
散步的雲-日月潭生態民宿(特色民宿),南投縣魚池鄉頭社村平和巷1-66號,049-2861666,http://www.roamingcloud.com.tw,9間,NT$4500-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
2H-分享家,南投縣魚池鄉東池村秀水路60號,0923-262636,-,5間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
埔里故事館,南投縣埔里鎮水頭里5鄰中正路180號,0910-420306,-,7間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
三木三白,南投縣埔里鎮清新里26鄰英二街19號,0953-336102,-,3間,NT$4500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
清境牧羊人山莊民宿,南投縣仁愛鄉大同村20鄰仁和路216號,049-2803125,http://sheepman.mmmtravel.com.tw,10間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
瑞居渡假飯店,南投縣魚池鄉大雁村大雁巷47-9號,049-2899577,-,71間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
愛薰閣民宿,南投縣仁愛鄉大同村壽亭巷14-3號,049-2801110,-,4間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
阿莫鄉村民宿,南投縣埔里鎮福興里1鄰公館路3號,049-2933274,-,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
清境楓丹白露民宿,南投縣仁愛鄉大同村仁和路179之7號,049-2801368,https://fendan.okgo.tw/,6間,NT$4500-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
北港溪沙八山莊(特色民宿),南投縣國姓鄉北港村北原路34-5號,049-2461776,-,7間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
逐鹿森林民宿,南投縣魚池鄉日月村水秀街56號,049-2850089,http://www.thedeer56.com.tw/info.php,5間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
至家民宿,南投縣鹿谷鄉內湖村興產路22-29號,09-37593485,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
山林四季美地,南投縣鹿谷鄉內湖村興產路22-30號,049-2612489,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
溪頭屋,南投縣鹿谷鄉內湖村興產路22-28號,0937-587329,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
春秋園民宿,南投縣鹿谷鄉竹林村田頭巷35-25號,049-2677345,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
藍天花園民宿,南投縣仁愛鄉大同村博望巷41號,0980-585446,-,1間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
松月民宿,南投縣魚池鄉中明村有水巷35-5號,049-2897597,-,5間,NT$4500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
寞內花園山莊,南投縣仁愛鄉大同村仁和路219-1號,049-2803810,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
美景民宿,南投縣埔里鎮南村里2鄰南村路16號,049-2914832,https://meijing.ego.tw,7間,NT$4500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
映旅店,南投縣埔里鎮泰安里16鄰平四街42號,0978-713373,-,6間,NT$4500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
星喬莊園民宿,南投縣埔里鎮大湳里8鄰虎耳五街117號,049-2903039,-,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
白舍‧青丘,南投縣埔里鎮桃米里6鄰桃米路50號,049-2913475,-,6間,NT$4500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
天品,南投縣鹿谷鄉內湖村9鄰興產路23-2號,049-2612275,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
阮兜小丘民宿,南投縣埔里鎮枇杷里12鄰慈恩街635號,0960-606609,-,10間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
勤美民宿,南投縣埔里鎮北門里2鄰北平街112號,0975-262568,-,10間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
星月澄嵐民宿,南投縣魚池鄉水社村中山路146巷2號,0921-763981,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
SomedaySunday,南投縣埔里鎮水頭里水頭路43-7號,0912-931220,http://somedaysundaypuli.webnode.tw/,4間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
清境帝王會館,南投縣仁愛鄉大同村榮光巷8-2-2號,049-2803999,-,5間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
福來民宿,南投縣仁愛鄉大同村仁和路218之2號,049-2802721,-,6間,NT$4560-4560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4560,-
兩腳詩集･概念旅館,南投縣集集鎮八張里民權路326號,049-2762198,http://www.footprint-inn.com.tw/,18間,NT$4600-11400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
集集鐵道行旅-寶藝村,南投縣集集鎮市前街23號,049-2761722,-,31間,NT$4600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
野百合民宿,南投縣仁愛鄉春陽村虎門巷96號,049-2801478,https://www.facebook.com/lily845/,5間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
水部子山莊民宿,南投縣埔里鎮水頭里水頭路75號,0973-235988,-,5間,NT$4600-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
游丫嬤鄰家民宿,南投縣魚池鄉水社村中山路220號,049-2855077,-,1間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
麓司岸民宿,南投縣魚池鄉東池村文武巷19-16號,0982-726451,http://www.lusihan.com.tw/,6間,NT$4600-4680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
芯享室城,南投縣埔里鎮籃城里籃城路55號,049-2992473,-,5間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
話當年民宿,南投縣集集鎮八張一街162號,049-2761566,-,4間,NT$4600-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
駿亦景觀民宿,南投縣仁愛鄉大同村榮光巷41號,049-2803113,http://www.junyibb.com.tw/,3間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
幸福農場,南投縣竹山鎮大鞍里中坑路319號,049-2009886,-,4間,NT$4600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
山閱,南投縣魚池鄉大林村華山巷31號,049-2896163,-,8間,NT$4680-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4680,-
景聖山莊民宿,南投縣仁愛鄉大同村仁和路207-2號,049-2803826,-,6間,NT$4700-4700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4700,-
家園時尚旅店,南投縣埔里鎮同聲里民生路163號,049-2422467,-,4間,NT$4780-5580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4780,-
幸福田莊民宿,南投縣埔里鎮水頭里中正路126-1號,049-2423141,http://happyniuhome.okgo.tw/,5間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
峇里峇里民宿,南投縣魚池鄉東光村慶隆巷73號,049-2880928,http://www.bali-bali.com.tw,5間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
大鞍山林瓦舍,南投縣竹山鎮大鞍里頂林路443號,049-2841112,http://www.tentea.com.tw,3間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
諾丁丘民宿,南投縣魚池鄉武登村16鄰銃櫃巷60之1號,049-2861828,-,8間,NT$4800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
今埔里大飯店,南投縣埔里鎮同聲里4鄰南興街79號,049-2422088,http://www.puli-hotel.com.tw,60間,NT$4800-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
山魚水渡假飯店,南投縣集集鎮成功路205號,049-2761000,http://www.mfwhotel.com.tw,26間,NT$4800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,2
陶花巷弄民宿,南投縣集集鎮八張一街146號,0979-202181,http://pottery-flower.tw/,5間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
米樂民宿,南投縣魚池鄉日月村7鄰日月街76號,049-2850625,http://miler.com.tw/,4間,NT$4800-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
原宿民宿,南投縣魚池鄉日月村8鄰水秀街58號,049-2850215,http://www.yuansuinn.com.tw/,4間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
集集16號民宿,南投縣集集鎮和平里中集二街16號,049-2761518,http://www.jiji16.com.tw,5間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
山中悠遊民宿,南投縣鹿谷鄉竹林村3鄰愛鄉路127-7號,049-2676476,-,5間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
蒂爾堡會館,南投縣埔里鎮枇杷里38鄰青田一街55號,0939-136008,-,5間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
涵煙民宿,南投縣魚池鄉中明村4鄰文化巷21號,049-2899215,-,8間,NT$4800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
方舟文旅-山嵐新館(特色民宿),南投縣集集鎮集賢街303號,0933-168194,https://ark.ego.tw/,8間,NT$4800-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
事外桃源渡假山莊民宿,南投縣仁愛鄉大同村定遠新村38號,049-2803989,-,4間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
春雨行館(特色民宿),南投縣仁愛鄉大同村榮光巷46-2號,049-2803789,-,9間,NT$4800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
大自然休閒民宿,南投縣集集鎮八張一街166號,049-2761566,-,4間,NT$4800-5900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
曲冰剛剛好民宿,南投縣仁愛鄉萬豐村清華巷37號,049-2981740,-,2間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
大書櫃民宿,南投縣竹山鎮大鞍里頂林路562-2號,049-2841158,-,4間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
桃米松民宿,南投縣埔里鎮桃米里種瓜路9號,0922-968518,-,3間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
梅竹休閒渡假民宿,南投縣竹山鎮瑞山巷195號,0934-098997,-,4間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
天嵐民宿,南投縣埔里鎮牛眠里18鄰福興路13號,0979-820508,-,5間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
天悅會館,南投縣埔里鎮牛眠里18鄰福興路23號,0928-369155,-,5間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
舒心園,南投縣埔里鎮枇杷里中心路109號,0937-316588,-,2間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
唯翔七六二民宿,南投縣埔里鎮大湳里1鄰大湳六街72號,0988-021448,-,5間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
雙湖民宿,南投縣竹山鎮延山里6鄰鹿山路571號,0934-098997,-,4間,NT$4880-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4880,-
柏林會館,南投縣埔里鎮枇杷里38鄰青田一街57號,0939-136008,-,5間,NT$4880-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4880,-
在一方溪杉勝境民宿,南投縣鹿谷鄉中正路3段176號,0931-599686,-,4間,NT$4980-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4980,-
