旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
龍鎭民宿,臺東縣鹿野鄉龍田村光榮路572號,0981-012083,-,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
3原色背包房二館民宿,臺東縣臺東市中興路二段47號,089-237947,https://www.facebook.com/Sulibnb/,5間,NT$1500-6750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿甘的家,臺東縣臺東市知本路一段90號,089-332776,-,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
眾樂宿八,臺東縣池上鄉福原村中正路37號,089-861234,-,5間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅花鹿庭園家屋民宿,臺東縣成功鎮三民路166號,0933-657620,http://sikadeer.ittbnb.com/,4間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
享想民宿,臺東縣臺東市更生北路277巷7號,0919-759489,-,4間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
艾若米民宿,臺東縣池上鄉福原村福原229號,0928-299702,http://www.airuomi.com/,5間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台灣台東民宿,臺東縣臺東市南榮里20鄰馬亨亨大道1542號,0988-611887,-,4間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米漾民宿,臺東縣池上鄉福原村11鄰仁愛路211號,0910-865953,-,4間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
兩間民宿,臺東縣卑南鄉利吉村17鄰環山路175號,0932-582198,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
吉軒民宿,臺東縣關山鎮民權路56-4號,089-811889,-,2間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
拉芬朵兒民宿,臺東縣臺東市興安路一段200巷21弄23號,0921-577847,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
會唱歌的石頭民宿,臺東縣臺東市吉林路一段231巷8號,0915-104655,-,4間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鎖定台東民宿,臺東縣臺東市興安路一段22號,0932-688482,-,5間,NT$3800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水都威尼斯,臺東縣臺東市正氣路73號,089-360666,http://venice.so-ez.com.tw,5間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水菓糖民宿,臺東縣臺東市正氣北路137號,0989-010312,-,2間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老船長民宿,臺東縣太麻里鄉金崙村溫泉26號,0928-733888,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠島翔鹿民宿,臺東縣綠島鄉南寮村南寮149號,0937-390853,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅瓦厝民宿,臺東縣東河鄉都蘭村18鄰都蘭57-3號,089-530318,-,5間,NT$3500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
Here民宿,臺東縣綠島鄉中寮村中寮78號,0982-838436,-,5間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿達王子民宿,臺東縣臺東市新站路1號,0921-577782,-,5間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御來光民宿,臺東縣鹿野鄉永安村9鄰高台路136號,0988-655552,-,5間,NT$5000-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金樽有晴月海景民宿,臺東縣東河鄉東河村金樽160號,0921-767882,-,8間,NT$4500-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東方雲民宿,臺東縣大武鄉南興村安興19號,0988-180813,-,3間,NT$3000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
音悅家民宿,臺東縣臺東市永安街230巷2號,0910-382419,-,5間,NT$5500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
八逸民宿,臺東縣太麻里鄉美和路荒野20-1號,089-311571,-,5間,NT$6580-6580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
船長之家民宿,臺東縣綠島鄉南寮村南寮42號,089-671050,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白色小屋民宿,臺東縣成功鎮小馬路134-13號,0933-702128,http://pony.yoyotaitung.com.tw,5間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞莊酒店,臺東縣卑南鄉溫泉村溫泉路68號1-7樓,089-511199,-,56間,NT$5720-8580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夢之谷民宿,臺東縣卑南鄉太平村和平路366號,0910-556779,-,10間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東新生民宿,臺東縣臺東市中興路2段743巷22弄11號,0927-530173,-,4間,NT$2200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
心之海民宿,臺東縣臺東市樂利路57巷16-1號,0932-575546,-,4間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
狗窩民宿,臺東縣臺東市正氣北路798號,0910-558758,http://www.love-taitung.com/doghouse,5間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬亨亨民宿,臺東縣臺東市新站路15號,0988-250249,-,5間,NT$3000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晶龍景觀民宿,臺東縣綠島鄉公館村1-2號,089-671139,-,2間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
稻花香民宿,臺東縣池上鄉新興村6鄰新興76之3號,0937-370573,-,5間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日光涵館景觀民宿,臺東縣成功鎮信義里小馬路134-9號,0988-532985,-,4間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
情人沙灘民宿,臺東縣長濱鄉三間村真柄88號,089-830269,-,4間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富裕商旅,"臺東縣臺東市中正路277號4樓,光明路90號4樓",089-360286,https://www.richhotel.com.tw/,19間,NT$4800-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
賢之芳咖啡休閒民宿,臺東縣成功鎮信義里9鄰新村路18之6號,0932-559916,-,4間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木頭魚民宿,臺東縣成功鎮信義里都歷路246-28號,0963-929778,http://woodenfish.okgo.tw,5間,NT$2200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
打個蛋海旅民宿,臺東縣太麻里鄉金崙村金崙129號,089-771551,http://dagedanhouse.wix.com/dagedan,4間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
動物園民宿,臺東縣臺東市開封街811巷9號,089-330658,http://www.zoobnb089.com/,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐星民宿,臺東縣臺東市福建路135號,089-327789,-,4間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自在軒民宿,臺東縣臺東市豐榮里漢陽南路139巷69號,0937-396812,-,5間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福台東民宿,臺東縣卑南鄉賓朗村5鄰賓朗路133巷53號,0933-370966,-,3間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
傑緣聖堡民宿,臺東縣臺東市知本路三段398巷25號,089-346321,-,5間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海天11線民宿,臺東縣臺東市常德路86號,089-322385,-,4間,NT$4550-4550(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛的禮物民宿,臺東縣臺東市漢陽北路338號,0926-308726,-,5間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太太的小公館民宿,臺東縣臺東市仁一街341號,0933-716266,https://booking.owlting.com/madams-mansion?start=2020-05-15&end=2020-05-16&adult=1&child=0&infant=0,5間,NT$6000-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丰宿民宿,臺東縣池上鄉大埔村大埔75號,0928-552301,-,3間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輔都大旅社,臺東縣大武鄉大武村復興路82號,089-791035,http://fudo.tdbnb.net,13間,NT$600-900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
後山人家民宿A館民宿,臺東縣鹿野鄉永安村2鄰永安路155號,089-551090,-,5間,NT$3800-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海堤民宿,臺東縣臺東市吉林路2段513巷8號,0913-908082,-,5間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東宇居民宿,臺東縣鹿野鄉瑞豐村9鄰瑞景路四段96號,089-865165,-,3間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
內太空民宿,臺東縣綠島鄉南寮村南寮10號,089--671205,-,5間,NT$3000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
京棧民宿,臺東縣臺東市樂利路57巷16-2號,089-222932,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
No.520民宿,臺東縣卑南鄉太平村太平路520號,0972-016568,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
泰豫聚寶坊民宿,臺東縣鹿野鄉永安村永樂路119號,089-552250,https://www.google.com/search?sxsrf=ALeKk02RxhAvMcs8dbFctqCS3P7M714_tw%3A1592204197657&source=hp&ei=pRvnXqDMJaOUr7wPg6qeiA8&q=%E5%8F%B0%E6%9D%B1%E7%B8%A3%E9%B9%BF%E9%87%8E%E9%84%89%E6%B0%B8%E6%A8%82%E8%B7%AF%E6%B3%B0%E8%B1%AB%E8%81%9A%E5%AF%B6%E5%9D%8A%E6,5間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
上善德雅花園民宿,臺東縣東河鄉都蘭村45鄰新社3-6號,0928-614887,-,5間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萊灣民宿,臺東縣臺東市蘭州街121號,089-232822,-,4間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
拙園農莊民宿,臺東縣卑南鄉美農村高台38-2號,0916-796168,http://zyfarm.ittbnb.com/,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
果嶺上民宿,臺東縣卑南鄉泰安村2鄰泰安57-1號,089-380906,-,5間,NT$5800-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
舒泊灣民宿,臺東縣臺東市太原路二段56號,0932-660487,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
盈好民宿,臺東縣鹿野鄉鹿野村鹿鳴路62號,089-561615,-,5間,NT$9800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
童畫民宿,臺東縣臺東市新站二街33號,0911-299624,-,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂活首都茉莉民宿,臺東縣東河鄉興昌村興隆14-1號,089-541251,-,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
菲哥民宿,臺東縣臺東市仁昌街183號,0921-689590,-,4間,NT$2500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東女人魚民宿,臺東縣臺東市漢中街185巷78號,0937-956416,-,5間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
世外桃園溫馨別墅民宿,臺東縣臺東市豐榮里35鄰文山路27巷30號,089-330887,-,2間,NT$3800-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星夢想民宿,臺東縣臺東市新站路5號,089-237455,-,5間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
迷迭香民宿,臺東縣臺東市興安路一段187號,0982-899669,-,4間,NT$2700-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太平幸安民宿,臺東縣卑南鄉太平村太平路522號,0933-300643,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奧斯卡去旅行民宿,臺東縣臺東市興安路一段167號,0965-329000,-,5間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田蜜蜜民宿,臺東縣臺東市傳廣路356號,089-358138,-,4間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三和民宿,臺東縣太麻里鄉金崙村9鄰金崙355號,089-771779,http://www.sanheminsu.com,5間,NT$3000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金龍大旅社,臺東縣臺東市鐵花路284號,089-310151,-,44間,NT$2200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
慶濱大旅社,臺東縣成功鎮中山路10.12號,089-851052,-,27間,NT$700-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水藝芳民宿,臺東縣臺東市四維路一段300巷30號,0966-326119,-,4間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
心嚮民宿,臺東縣臺東市志航路1段412巷27弄12號,0975-830328,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
膨鼠窩民宿,臺東縣關山鎮豐泉里本源26-5號,089-813437,-,2間,NT$2000-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
池上大坡山居民宿,臺東縣池上鄉大坡村4鄰北溪1之8號,0911-677796,-,5間,NT$4000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛旅行優質民宿,臺東縣臺東市南二街139巷4號,089-228677,-,3間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
初晴民宿,臺東縣臺東市仁八街81號,089-235249,-,4間,NT$2000-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東山園民宿,臺東縣臺東市臨海路3段188號,0955-330626,-,5間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
履舍民宿,臺東縣臺東市光明路170號,0987-382795,https://www.facebook.com/Kk113Rw520/,4間,NT$2400-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蛙鳴52沙灘民宿,臺東縣綠島鄉中寮村8鄰213號,0975-913052,-,5間,NT$8680-9880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
池畔綠波YES民宿,臺東縣池上鄉福原村12鄰中山路249號,0932-865937,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
法洛米民宿,臺東縣臺東市志航路1段412巷18弄9號,089-230550,-,5間,NT$4000-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安達露西亞民宿,臺東縣臺東市豐年里8鄰興航二街35號,089-232095,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奕帆風順民宿,臺東縣臺東市安和路2號,0919-639575,-,5間,NT$3500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自在自宅民宿,臺東縣鹿野鄉瑞豐村15鄰水源路90巷18號,0988-267909,-,4間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛旅民宿,臺東縣臺東市開封街816號,0921-557246,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白沙灣民宿,臺東縣綠島鄉公館村大白沙32號,0919-873326,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小時光民宿,臺東縣臺東市新社一街3巷18號,0928-170400,http://littletime.okgo.tw/,1間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅點女王民宿,臺東縣臺東市志航路一段412巷17弄11號,0933-611666,-,7間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
想旅行民宿,臺東縣臺東市寧波街21巷53號,0912-611895,-,4間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂知旅店,臺東縣臺東市復興路145號,089-322100,http://www.yeshotel.com.tw/,45間,NT$4800-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
羊橋民宿,臺東縣東河鄉興昌村羊橋64-2號,089-531531,-,5間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
熊站旅宿民宿,臺東縣臺東市興安路二段13號,0958-676565,-,5間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小時候快樂民宿,臺東縣臺東市志航路1段412巷17弄8號,089-341280,http://www.travel123.com.tw/bnb/childhood.htm,5間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
五月稻民宿,臺東縣池上鄉鐵花路27號,0919-913058,http://www.mayrice.com/,1間,NT$7600-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東糖樂園民宿,臺東縣臺東市中興路二段35號,0965-729328,-,4間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瓦尼民宿,臺東縣延平鄉桃源村昇平路152號,0919-872962,http://wanihouse.weebly.com/,4間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶田關舍民宿,臺東縣關山鎮豐泉里3鄰平等路99號,089-815098,-,5間,NT$5200-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日出天際民宿,臺東縣臺東市樂利路52巷18號,0988-127636,-,5間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日月山水民宿,臺東縣臺東市知本路2段187巷35號,0972-308923,-,4間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
祥鶴民宿,臺東縣海端鄉利稻村1鄰文化9號,089-938052,-,4間,NT$400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
凱撒琳民宿,臺東縣臺東市安和路102巷28號,0989-201777,-,5間,NT$4500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東石尚玩家,臺東縣臺東市豐盛路26巷62號,0911-371215,https://www.facebook.com/%E5%8F%B0%E6%9D%B1%E6%B0%91%E5%AE%BF-%E7%9F%B3%E5%B0%9A%E7%8E%A9%E5%AE%B6-534452146696974/?ref=aymt_homepage_panel&eid=ARCfii6JQoqWhk4i0s_6HjNAUaJNwaQKvVyXtbMHzAGDjRWvHbD1S0fnvS0rX-Q3aqi1s-DI1uaEPLJP,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
孟玄山莊,臺東縣太麻里鄉金崙村富山路34號,04-22038867,-,5間,NT$1000-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月泉民宿,臺東縣關山鎮豐泉里3鄰忠孝路42巷5號,089-811233,-,4間,NT$2280-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晨安旭語民宿,臺東縣池上鄉福原村9鄰仁愛路195號,089-862818,-,5間,NT$3500-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
普悠瑪民宿,臺東縣臺東市樂利路61-1號,0910-952087,-,5間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
House16民宿,臺東縣綠島鄉公舘村5鄰公舘2之16號,0955-788666,-,5間,NT$6200-8200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萬里晴空民宿,臺東縣臺東市漢陽北路346號,0926-308726,-,5間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綺軒民宿,臺東縣臺東市新站一街17號,089-229676,-,5間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紫晶奇緣民宿,臺東縣卑南鄉杉原18號,0910-183987,-,5間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
哦!宿喔民宿,臺東縣卑南鄉明峰村文泰路80號,0978-163308,-,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夢想家24號電梯民宿,臺東縣臺東市中興路三段275巷36弄7號,0922-257808,-,5間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遠山功夫民宿,臺東縣太麻里鄉金崙村溫泉17號,089-772122,-,5間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
塞維利亞渡假民宿,臺東縣臺東市岩灣里新站一街50號,089-233255,-,5間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂觀軒民宿,臺東縣臺東市富岡里富岡路10號,089-281896,-,5間,NT$1680-3280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永晴民宿,臺東縣關山鎮中福里4鄰中華路33巷8號,0963-118302,-,3間,NT$2000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
懶羊羊民宿,臺東縣池上鄉福原村5鄰仁愛路28號,089-814214,-,5間,NT$3200-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜樂旅店,"臺東縣臺東市新興路617,617-1號",089-230458,http://www.joyhotel2018.com.tw/,23間,NT$4580-7380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福光居民宿,臺東縣卑南鄉太平路630巷45弄20號,0910-980001,-,5間,NT$5500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微旅行民宿,臺東縣關山鎮里壠里12鄰公園路30號,089-814214,-,5間,NT$3600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
原來是民宿,臺東縣池上鄉福文村5鄰中華路59號,089-814320,-,1間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天空之城民宿,臺東縣臺東市興安路二段27號,0910-001087,http://sky.flowerhouse2729.com.tw/room2,5間,NT$3200-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
十七歲咖啡民宿,臺東縣臺東市洛陽街276號,0970-076501,-,5間,NT$2400-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東之宿民宿,臺東縣臺東市鐵花路86巷19-2號,0981-327717,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
諾亞民宿,臺東縣綠島鄉公館村2鄰柴口路50-6號,089-672985,http://noah.okgo.tw,5間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
璞草行旅,臺東縣臺東市志航路一段412巷1號,0933-611666,-,8間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華園旅社,臺東縣大武鄉尚武村4鄰客庄路12號,089-791006,-,17間,NT$1000-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
關山帝旺民宿,臺東縣關山鎮里壠里12鄰中華路1之13號,0905-270993,-,5間,NT$2500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晨日民宿,臺東縣臺東市強國街9號,0931-177246,-,5間,NT$1600-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富岡海景民宿,臺東縣臺東市富岡里10鄰富岡街110巷11號,0917-917966,-,3間,NT$2400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東小聚民宿,臺東縣臺東市大和路91巷47號,089-515520,-,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅軒飯店,臺東縣綠島鄉南寮村漁港19號1-2樓,089-672345,-,20間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海王子民宿,臺東縣東河鄉東河村19鄰北東河117號,089-896687,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東嚕嚕米民宿,臺東縣臺東市鐵花路86巷11號,0932-582193,-,4間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿台花園山莊民宿,臺東縣鹿野鄉高台路42巷89弄5號,089-550528,-,5間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福旅行舍民宿,臺東縣卑南鄉太平村太平路630巷45弄12號,089-383555,-,4間,NT$5500-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三十里蔚藍民宿,臺東縣東河鄉興昌村農場2-3號,089-530230,http://coastlineazure.tw/,5間,NT$7350-9450(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
