旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
芳宴雅居茶香民宿,嘉義縣梅山鄉太興村10鄰橫山6號之20,0928-347077,-,15間,NT$2400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾自然民宿,嘉義縣竹崎鄉中和村18鄰石棹2號,0937-699150,-,5間,NT$3600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一卷石民宿,嘉義縣番路鄉大湖村7鄰紅筆仔壽2之8號,0910-275448,-,5間,NT$5880-5880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翔億樓民宿,嘉義縣梅山鄉太興村10鄰橫山6號之2,05-2571536,-,15間,NT$2400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夢蝶民宿,嘉義縣番路鄉公田村2鄰龍頭28號,0955-822607,-,5間,NT$4200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蒔光漫築民宿,嘉義縣水上鄉下寮村1鄰鴿溪寮6之6號,0932-713396,-,3間,NT$3500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山日茶旅民宿,嘉義縣番路鄉公田村2鄰龍頭17號之17,0955-899071,-,3間,NT$1980-4280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宣信民宿,嘉義縣竹崎鄉中和村20鄰石棹24號,0953-364089,-,4間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
千順民宿,嘉義縣新港鄉宮後村古民街32之10號,0921-516542,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
艾米民宿,嘉義縣番路鄉公興村1鄰龍美1之1號,0939-619520,-,2間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米多綠森林民宿,嘉義縣竹崎鄉和平村2鄰坑仔坪1-1號,0982-108897,-,5間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明月大船的家民宿二館,嘉義縣梅山鄉瑞里村5鄰幼葉林55號,05-2501626,-,5間,NT$7200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
平安民宿,嘉義縣新港鄉宮後村古民街32之8號,0958-120346,-,5間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雨后山喜民宿,嘉義縣梅山鄉太興村8鄰溪頭21號,0985-439,https://rainy-pleasure.ego.tw/,2間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶日民宿,嘉義縣竹崎鄉中和村20鄰石棹24-1號,0911-307136,-,3間,NT$200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑜家民宿,嘉義縣中埔鄉隆興村7鄰崎頭仔5之19號,0910-797598,-,5間,NT$10000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水社寮驛棧民宿,嘉義縣竹崎鄉仁壽村8鄰水社寮17號,0937-572908,-,11間,NT$4000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山旅民宿,嘉義縣梅山鄉太和村5鄰社後坪5之6號,0972-960383,-,4間,NT$2000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
行滿民宿,嘉義縣竹崎鄉復金村東復興6號之1,0987-376233,-,3間,NT$1500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠野仙蹤民宿,嘉義縣竹崎鄉光華村2鄰22號之1,0910-857168,https://dbz.okgo.tw/,2間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴻朋啡茶站民宿,嘉義縣梅山鄉太興村10鄰橫山8之5號,0963-246967,-,3間,NT$2000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
出水茶旅民宿,嘉義縣竹崎鄉竹崎村15鄰民生路41之1號,0988-000747,https://www.facebook.com/teahomestay/,5間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
上水,嘉義縣中埔鄉義仁村10鄰樹頭埔1之35號,0911-103346,-,3間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿里山英迪格酒店,嘉義縣番路鄉公田村2鄰龍頭20號2樓之1,05-2216696,-,84間,NT$50000-250000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宿明民宿,嘉義縣番路鄉公田村2鄰潮州湖5號,0918-865003,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛琴海民宿,嘉義縣東石鄉猿樹村頂寮24號,0905-051581,-,7間,NT$1200-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
森林寓民宿,嘉義縣民雄鄉三興村8鄰南華路二段78號,0934-404441,-,8間,NT$600-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日暮阿里民宿,嘉義縣中埔鄉義仁村樹頭埔1之60號,0922-093838,https://www.facebook.com/rimuari?mibextid=ZbWKwL,2間,NT$30000-30000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
里山丘民宿,嘉義縣中埔鄉義仁村10鄰樹頭埔1之72號,0965-008768,-,3間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
拾時漫丘,嘉義縣番路鄉公田村4鄰隙頂48號,0987-779585,-,3間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
誠君民宿,嘉義縣竹崎鄉中和村奮起湖21號,0978-010392,-,3間,NT$1200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
群峰山莊民宿,嘉義縣竹崎鄉中和村14鄰奮起湖190號,05-2561326,-,5間,NT$2200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
湛藍海寓,嘉義縣東石鄉東石村6之16號,05-3731677,-,5間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
恩典民宿,嘉義縣民雄鄉豐收村9鄰好收90之10號,0928-712862,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
17號鄉居民宿,嘉義縣梅山鄉過山村5鄰開元后17號,0933-872896,-,4間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寧靜維也納民宿,嘉義縣中埔鄉義仁村10鄰樹頭埔1之39號,0937-151375,-,2間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
里森民宿,嘉義縣梅山鄉碧湖村4鄰碧湖34號,05-2624789,-,5間,NT$2500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春雨漫居民宿,嘉義縣梅山鄉梅北村中華街79之2號,0910-820978,-,4間,NT$5800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茄苳仔23,嘉義縣竹崎鄉光華村11鄰茄苳仔23號,0923-771272,-,4間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
J古厝民宿,嘉義縣鹿草鄉後堀村山子腳20鄰30-1號,0963-361226,-,2間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石棹八號民宿,嘉義縣竹崎鄉中和村19鄰石棹8號,0928-851283,-,5間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
郵系空間民宿,嘉義縣竹崎鄉和平村田寮63號,0966-556935,-,4間,NT$3000-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
敦煌民宿,嘉義縣民雄鄉西安村5鄰復興路149號,0960-355206,-,5間,NT$3200-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
順耆自然民宿,嘉義縣新港鄉三間村2鄰三間厝72號,05-3773394,-,5間,NT$5000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日華涵舘民宿,嘉義縣梅山鄉梅北村中華街79之1號,0910-820978,-,4間,NT$5800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
知遇民宿,嘉義縣竹崎鄉中和村19鄰石棹8之2號,0926-178576,-,3間,NT$5600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
