旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
聖雄商旅,臺北市松山區基隆路一段8號、10號17至18樓,02-27600920,https://www.zuker.com.tw/,37間,NT$4400-7700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4400,-
洛碁大飯店山水閣,臺北市中山區中山北路二段181號1-5樓,02-25971281,https://sansui.greenworldhotels.com/,32間,NT$4500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
洛碁大飯店慶天閣,臺北市中山區中山北路二段181號7-9樓,02-25971281,-,24間,NT$4500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
印石時尚旅館,臺北市文山區秀明路二段15號,02-86617070,http://gorates-hotel.com/web/summary/67,50間,NT$4500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
洛碁大飯店協美,臺北市中山區中山北路二段181號10-12樓,02-25971281,-,24間,NT$4500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
洛碁大飯店新仕界,臺北市萬華區昆明街139號2樓、141號3至9樓、7樓之1至13、8樓之1至8,02-23118863,http://newworld.greenworldhotels.com/,107間,NT$4500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,2
二十輪旅店大安店,臺北市大安區大安路一段183號，185號，185號2樓至7樓,02-27032220,http://www.swiio.com,30間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4500,-
丹迪旅店-天母店,臺北市士林區中山北路六段728巷2號1-7樓,02-28732222,-,54間,NT$4600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
山樂溫泉,臺北市北投區泉源路1巷17號1-2樓,02-28913388,-,9間,NT$4600-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4600,-
老爺商務會館,臺北市中山區南京西路1號8-11樓,02-25316171,http://www.hotelroyal.com.tw,76間,NT$4620-7260(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4620,-
薇閣精品旅館(大直館),臺北市中山區敬業三路11號,02-85026000,-,96間,NT$4700-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4700,-
葳皇時尚飯店,"臺北市大同區延平北路二段197號3,4,11樓",02-25575379,http://www.vonehotel.com/,48間,NT$4720-6520(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4720,-
艾爾行旅,臺北市大安區忠孝東路四段87號7樓、7樓之2、7樓之3、7樓之4及7樓之8,02-27418080,https://www.hej-hotel.com.tw/,40間,NT$4800-26000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
富園國際商務飯店,臺北市萬華區中華路一段178號,02-23887890,http://www.rich-gardenhotel.com.tw,45間,NT$4800-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
萬事達旅店(中華店),臺北市萬華區中華路一段82號1-9樓,02-23820889,http://www.wonstar.com.tw,56間,NT$4800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
采舍精品旅館,臺北市中山區農安街34號3樓及7樓,02-25963969,-,35間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
能量旅店,臺北市萬華區康定路25巷38號,02-23121211,http://www.energyinn.com.tw/,4間,NT$4800-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4800,-
老爺會館台北林森,"臺北市中山區林森北路83號4-10樓,11,11-1,11-2,12,12-1,12-2樓",02-25676336,http://www.hotelroyal.com.tw/linsen/,81間,NT$4840-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4840,-
怡品商旅,臺北市大安區忠孝東路四段87號13﹑14樓,02-27766136,http://www.eastin-taipei.com.tw,81間,NT$4880-20880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4880,-
西門星辰大飯店,臺北市萬華區峨眉街94號2至9樓,02-23898898,http://www.ximen-citizenhotel.com/,65間,NT$4880-9380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4880,-
宜家居商旅,臺北市北投區中和街40號3樓及3樓之1,02-28910502,http://www.e-jia.com.tw,39間,NT$4900-4900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4900,-
二十輪旅店,臺北市萬華區武昌街二段72號5樓、6樓、10樓,02-23810500,-,48間,NT$4900-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4900,-
玉璽精品飯店,臺北市士林區中山北路七段14巷2之3號2至10樓、11樓（11層及12層）,02-28766579,-,85間,NT$4950-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4950,-
雀客旅館台北信義,臺北市信義區信義路四段468號3-13樓,02-23459777,-,88間,NT$5000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
金財神旅館,臺北市中正區中華路一段21號3樓,02-23110066,-,12間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,2
台北天晴旅店,臺北市中正區懷寧街92-2號1至6樓,02-23319391,-,15間,NT$5000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
兄弟大飯店,臺北市松山區南京東路3段255號,02-27123456,http://www.brotherhotel.com.tw,250間,NT$5000-6700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,4
台糖台北會館,臺北市中正區中華路一段39號,02-23885522,https://www.taipeihotel-tsc.com.tw,68間,NT$5000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
東皇大飯店,臺北市北投區溫泉路108號1-6樓,02-28913027,-,39間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
宏都金殿大飯店,臺北市大安區安和路2段100號2-9樓,02-27556599,http://www.hdpalace.com.tw,32間,NT$5000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
悅來旅館,臺北市中正區中華路一段21號6-7樓,02-23110066,-,26間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,2
儷萊飯店(普亨萊大飯店),臺北市中正區中華路一段21號12樓,02-23111440,-,13間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,2
番茄行旅,臺北市大同區太原路156-2號5樓,02-25555930,-,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
復新文旅,"臺北市中山區復興北路282號3,6樓",02-25099359,http://www.foreverinn.com.tw,19間,NT$5000-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
君帥旅館,臺北市萬華區成都路68號8-10樓,02-23718812,-,35間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
函舍旅館,臺北市萬華區成都路68號4-5樓,02-23718812,-,20間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
配普特行旅,臺北市大同區鄭州路21巷4號(1樓至3樓),02-25583669,-,9間,NT$5000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5000,-
熱海大飯店,臺北市北投區光明路258號B1-11樓,02-28915161,http://www.atamihotel.com.tw,265間,NT$5100-16400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5100,-
台北馥華商旅南港館,臺北市南港區三重路23號1-4樓,02-27852655,-,66間,NT$5100-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5100,-
蜂巢BeeHouse,"臺北市大同區太原路55,57號",02-25599000,https://www.b-house.com.tw/,31間,NT$5200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
台北馥華商旅敦北館,臺北市松山區敦化北路4巷52號1至7樓,02-66131300,http://www.simplehotel.com.tw,73間,NT$5200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
雀客快捷台北永康,臺北市中正區信義路二段73號(1至7樓、1樓夾層、公共使用),02-23212721,-,43間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
紫園旅社,臺北市大同區南京西路18巷30號,02-25557178,http://www.purplegarden.com.tw,27間,NT$5200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
旅樂序精品旅館五館,臺北市中正區重慶南路一段20號B1樓至10樓,02-23756777,http://www.hotelrelaxclub.com/,57間,NT$5200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
喬合大飯店,臺北市大安區復興南路一段136號1-4樓,02-27765877,http://deja-vu.city-hotel.com.tw/,69間,NT$5200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
立多精品旅館,"臺北市萬華區開封街二段53號3-5,7-9樓",02-23817899,http://www.liduobesthotel.com.tw/Taipei/,22間,NT$5200-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5200,-
優美飯店,臺北市中山區民生東路一段28號1-8樓,02-25255678,-,63間,NT$5250-7650(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5250,-
雀客旅館　,臺北市中山區松江路253號1至13樓,02-77266277,http://www.checkinn.com.tw,65間,NT$5300-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5300,-
東姿商務旅館,臺北市中山區一江街33號1-4樓,02-25638866,http://www.easternbeauty.tw,29間,NT$5400-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5400,-
洛碁大飯店舞衣南京館,臺北市中山區南京東路二段163號1-8樓,02-25035511,https://mainanjing.greenworldhotels.com/,40間,NT$5400-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5400,-
賓王大飯店,臺北市大同區南京西路163號3至4樓,02-25555182,-,53間,NT$5500-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
大欣大飯店,臺北市中山區中山北路二段27巷2-2號1-5樓,02-25652155,-,32間,NT$5500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
大地清旅,臺北市中山區長安東路二段246號4至5樓,02-27110102,http://www.hihorizon.com,36間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
朗司旅館,臺北市大安區信義路3段147巷18號、2樓至7樓、2樓之1及6樓之1,02-27018110,http://www.cheznoushotel.com,25間,NT$5500-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
台北捷運-北投會館(捷之旅),臺北市北投區大業路527巷88號(2至3樓),02-28930105,https://btresort.metro.taipei/,42間,NT$5500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
方舟旅店,臺北市中正區信義路二段255號1至4樓,02-23912600,http://www.arkhotel.com.tw,12間,NT$5500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5500,-
喜瑞飯店,臺北市中山區長安東路一段64號B1-10樓,02-25410077,http://www.ambiencehotel.com.tw,61間,NT$5600-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5600,-
涪美飯店,臺北市中正區重慶南路一段94號,02-23810086,http://hotelb7journey.beautyhotels.com.tw/,49間,NT$5600-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5600,-
苓旅站前,臺北市中正區忠孝西路一段72號4樓,02-23814755,-,35間,NT$5680-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5680,-
苓旅旅館萬年館,臺北市萬華區西寧南路70號7樓,02-23814188,-,29間,NT$5680-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5680,-
新凱飯店,臺北市中山區新生北路3段76之1號1至10樓,02-25855000,-,42間,NT$5700-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5700,3
進綵商旅,臺北市大同區迪化街一段334號1至3樓,02-25536711,http://www.dghotel.com.tw,6間,NT$5750-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5750,-
芝山璞旅,"臺北市士林區福國路106號1樓,2-6樓之1至7",02-28332323,-,41間,NT$5800-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
首都唯客樂飯店,臺北市中山區長春路187號1-9樓,02-25070168,http://www.waikoloa.com.tw/,80間,NT$5800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
東旅,臺北市松山區南京東路五段97號地下1樓、1樓夾層、1至10樓,02-27663889,https://www.hoteleast.com.tw,35間,NT$5800-6900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
旅樂序精品旅館,臺北市中正區館前路8號10樓、11樓,02-23832727,http://www.hotelrelaxclub.com,34間,NT$5800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
福泰桔子商務旅館西門店,臺北市萬華區中華路一段166之2號1至11樓,02-23115556,-,60間,NT$5800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5800,-
台北綠蒂大飯店,臺北市中山區新生北路三段56巷14號2至6樓,02-25943901,http://www.taipeilotty.com,40間,NT$5860-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5860,-
城鄉旅坊台北,臺北市中山區松江路95之1號4樓,02-25029955,http://www.bonhoteltaipei.com,11間,NT$5880-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5880,-
漾館溫泉商旅,臺北市北投區溫泉路63號1-4樓,02-28911118,http://www.aquabella.com.tw/,31間,NT$5888-15800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5888,-
意芙旅店,臺北市大同區延平北路二段197號2樓,02-25532133,-,20間,NT$5980-9900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5980,-
洛碁大飯店忠孝館,臺北市大安區忠孝東路四段180號1樓、4樓至14樓,02-27116869,http://zhongxiao.greenworldhotels.com,150間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
台北發現青年旅舍,臺北市中山區民權東路二段21號5、6樓,02-25980209,https://www.facebook.com/discoverhostel,7間,NT$6000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
天成大飯店,臺北市中正區忠孝西路1段43號,02-23617856,http://www.cosmos-hotel.com.tw,226間,NT$6000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
品格子旅店,臺北市中正區公園路13號10樓,02-25935969,http://inncube.com.tw/ch/,34間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
鳳凰閣旅社,臺北市北投區溫泉路106之1號,"02-28911889,28912364",http://www.phoenix-pavillion.com.tw/,25間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
吉泰旅店,臺北市士林區大東路93號1至4樓,02-28822278,http://www.greatt93.com/,19間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
大師會館國際酒店,臺北市大同區市民大道1段211號16樓等25室,02-25597722,-,24間,NT$6000-15500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
小公館人文旅舍,"臺北市松山區南京東路五段399號5,8,14樓",02-27690200,-,20間,NT$6000-25200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
三德大飯店,臺北市大同區承德路3段49號,02-25963111,http://www.santoshotel.com,287間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
世民酒店台北北門,臺北市中正區中華路一段3號(1樓至26樓),070-10161061,https://www.citizenm.com/,267間,NT$6000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
陽光士林珮柏旅館,臺北市士林區福德路48巷6、8、10、12號1至7樓,02-28817588,http://www.papersun.com.tw,56間,NT$6000-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
麗之湯別館,臺北市北投區溫泉路銀光巷4-2號,02-28910033,https://ghsr.com.tw/,40間,NT$6000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
洛碁大飯店中華館,臺北市中正區中華路一段41號2樓、3樓、10樓至14樓,02-23705158,https://zhonghua.greenworldhotels.com/,197間,NT$6000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
台北漫步旅店,臺北市萬華區成都路163號2至6樓,02-23831334,http://www.staymeander.com,27間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
璞漣商務旅館臺北車站店,臺北市大同區華陰街46號3樓,02-25592662,-,43間,NT$6000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
仲信大湖商旅,臺北市內湖區成功路四段351、353號1至4樓,02-27932122,http://dahu.hotel123.com.tw,27間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
天成文旅華山町,臺北市中正區忠孝東路二段79號（1-3樓）,02-23515188,http://www.huashandin.com.tw,72間,NT$6000-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
台北馥敦飯店復南館,臺北市大安區復興南路二段41號,02-27031234,http://www.taipeifullerton.com.tw/,95間,NT$6000-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
華山文旅,臺北市中正區金山北路1號4樓、4樓之1至之3、4樓之5至之8、7樓、7樓之1至之3、7樓之5至之8、8樓、8樓之1至之3、8樓之5,02-23963388,http://www.wallsun.com.tw,23間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
天母之星商務會館,"臺北市北投區石牌路一段166巷46號,2樓至7樓、2樓之1至5樓之1、2樓之2至5樓之2",02-28231896,http://service-apartment.com.tw/,17間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
台北棧,臺北市中正區許昌街40號6樓、6樓之1、6樓之2、7樓、7樓之1、7樓之2、7樓之3,02-23313381,https://www.taiwanstay.net.tw/room/32943,18間,NT$6000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6000,-
藝宿商旅,臺北市大同區重慶北路一段116號2樓至11樓及11樓夾層,02-25506655,https://taipei.yisuhotel.com/,69間,NT$6160-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6160,-
囍閱文創旅店,臺北市萬華區長沙街二段11號10樓,02-23886235,http://www.hotelattic.com/,20間,NT$6200-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6200,-
承攜行旅台北八德館,臺北市松山區八德路四段213號1-7樓,02-27425575,-,76間,NT$6200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6200,-
北投老爺酒店,臺北市北投區中和街2號1樓及6至12樓,02-28969777,http://www.hotelroyal.com.tw/beitou/,50間,NT$6400-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6400,-
清翼居旅店采風館,臺北市中正區南陽街8號2至5樓,02-23123661,http://www.morwinghotel.com/,50間,NT$6500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6500,-
雀客旅館台北站前,臺北市中正區襄陽路4號(1至10樓),02-23120522,-,100間,NT$6500-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6500,-
雀客藏居台北南港,臺北市南港區重陽路59號,02-26512251,-,105間,NT$6600-11220(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,3
台北國際飯店,臺北市中山區南京東路一段66號B1-10樓,02-66085999,http://htl.hotel.com.tw,85間,NT$6600-11800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
富驛時尚酒店　,臺北市中山區南京東路三段131號10-13樓,02-55720777,http://www.fxhotels.com.tw,180間,NT$6600-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
洛碁大飯店南港館,臺北市南港區忠孝東路七段526號1-14樓、528號2-14樓,02-27893009,https://nangang.greenworldhotels.com/,120間,NT$6600-9200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
承攜行旅台北大稻埕,"臺北市大同區西寧北路49號1-5樓,43-47號2-5樓",02-25552268,https://www.facebook.com/GuideHotel.tw,24間,NT$6600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
長富時尚旅店,臺北市中山區長春路56號3.4.5樓　,02-25420101,-,24間,NT$6600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
豪景大酒店新館,臺北市萬華區成都路173之1號B2及1至7樓,02-23113130,http://suites.riverview.com.tw/,48間,NT$6600-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6600,-
洛碁大飯店松山館,臺北市南港區玉成街149號,02-27837088,https://songshan.greenworldhotels.com/,97間,NT$6800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
錦棧商旅,臺北市中山區林森北路413號2樓、7樓、7樓之14及錦州街46號7樓、48號7樓,02-77012121,http://www.gold-inn.com.tw/,67間,NT$6800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
承攜行旅台北復北館,臺北市松山區復興北路307號1至7樓,02-27122155,https://www.mastripms.com/guidehotelfuxing,65間,NT$6800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
雅齊旅館,臺北市中正區重慶南路1段86號3樓、3樓之1、4樓、4樓之1、5樓及3樓、4樓等共同使用、5樓共同使用,02-23709988,-,93間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
木文陶喜時尚旅館,臺北市信義區基隆路一段155號2樓之2、2樓之3,02-27494698,http://www.mtaipeihotel.com,15間,NT$6800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
內江賓舘,臺北市萬華區西寧南路112號2-6樓,02-23812147,http://www.neijianghotel.com,17間,NT$6800-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
皇后旅社,臺北市大同區長安西路226號1至4樓,02-25590489,https://taiwanstay.net.tw/room/17238,20間,NT$6800-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
皇后旅店二館,臺北市大同區南京西路163號四樓之2,02-25555877,-,30間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
森浩文旅-STEPINN,臺北市松山區饒河街131、133號3樓,02-27609090,-,14間,NT$6800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
白色空間設計旅店,臺北市中正區臺北市中正區許昌街40號4樓、4樓之1、4樓之2,02-23822200,-,13間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6800,-
路境行旅-府前館,臺北市中正區重慶南路一段86號,02-23899595,http://www.findershotel.com,158間,NT$6880-22880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6880,-
千彩格精品旅店　,臺北市中山區林森北路286號2至3樓,02-25637555,https://www.facebook.com/colors286/,19間,NT$6880-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),6880,-
丹迪旅店-天津店,臺北市中山區中山北路一段135巷13號,02-25415788,http://www.dandyhotel.com.tw,30間,NT$7000-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
悠逸商旅,臺北市士林區承德路4段318號1樓至10樓,02-28883966,http://www.uinnhotel.com/business/index.htmi,66間,NT$7000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
洛碁大飯店驛,臺北市中正區重慶南路1段21號1至10樓及15號3至10樓,02-23819199,http://station.greenworldhotels.com/,97間,NT$7000-36000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
丰居旅店雙連館,"臺北市中山區民生東路一段42號2,3樓,-1至-5",02-23112555,http://loft.via-hotel.com.tw,47間,NT$7000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
東驛E-HOUSE,臺北市萬華區西寧南路155號3F,02-23615161,-,13間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
天雲旅棧台北中山,"臺北市中山區中山北路一段83巷7,7之1號至7之18號",02-25216666,http://zs.tangoinn.com.tw/,56間,NT$7000-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7000,-
玩行旅大安分館,臺北市大安區大安路1段81號1-7樓、81之1號、81號2樓之1、3樓之1至之5、4樓之1至之5、5樓之1至之5、6樓之1至之5、7樓之1至之5,02-87727862,http://www.wowhappy-daan.com.tw,65間,NT$7380-10880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7380,-
首都大飯店松山館,臺北市松山區八德路四段658號1至12樓,02-77375577,http://www.capitalsongshan.com.tw,123間,NT$7480-11880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7480,-
懷特豪斯青年旅舍,臺北市松山區南京東路五段123巷1號1至4樓、1之1號2至4樓、1之2號2至4樓,02-37656578,http://www.jiizu.com,38間,NT$7500-26000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
城市商旅-台北南西館,臺北市大同區南京西路169號,02-25507722,http://www.hpw.com.tw/hotel/hotel.asp,80間,NT$7500-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
洛碁大飯店建北館,臺北市中山區建國北路一段138巷1號、140號、140號2至11樓、142號、144號,02-25095151,-,59間,NT$7500-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7500,-
雅柏精緻旅館,臺北市松山區南京東路五段319、321、323、325、327、329、331號,02-27645858,http://www.alpermotel.com.tw,36間,NT$7600-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),7600,-
