旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
麗寶賽車主題旅店,臺中市后里區月眉南路197號,04-23696888,-,230間,NT$7000-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
曼特先生Mr.Mantter,臺中市中區臺灣大道一段271號,04-37047535,https://www.mrmantter.com,35間,NT$5800-13800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雀客旅館台中青海,臺中市西屯區青海南街150號,04-24529446,-,62間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
熊棧旅館,臺中市西屯區西墩南一巷15號2~3樓,04-24526262,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,8間,NT$1667-2333(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
GETCHA旅店,臺中市北區一中街166號,04-22258208,-,29間,NT$3200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御馬園民宿,臺中市后里區寺山路17號,04-25566312,-,5間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
浮雲客棧旅館,臺中市西屯區西安街277巷59號1~13樓,04-27065855,https://www.kloudhotel.com.tw/about/,174間,NT$3840-25300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
久窩行旅-一中館,臺中市北區三民路三段92-3號9~10樓,04-24511701,-,15間,NT$4800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東海13.8民宿,臺中市龍井區新興路13巷8號,0925-183798,-,5間,NT$1280-1280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
草悟道文旅,臺中市西區英才路512號6樓,04-35019388,http://www.cghotel.com.tw,74間,NT$2000-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華利大旅社,臺中市中區雙十路一段35號4樓至8樓,04-22254567,-,34間,NT$2800-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
農村城堡耕牛園,臺中市后里區月眉里安眉路138之21號,0921-487213,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
路得行旅台中站前館,臺中市中區建國路123號8~12樓(之1),04-22259951,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,48間,NT$6450-8750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
景雅民宿,臺中市和平區雪山路出雲巷15號,04-25971276,-,4間,NT$1950-2950(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
來來商旅,"臺中市北區三民路三段125號B1,1,5,9樓",04-22298282,http://www.lailaihotel.com.tw,74間,NT$7800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐漁書房,臺中市新社區中和里中興街87-5號,04-25931507,-,4間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
挪威森林文創休閒旅館,臺中市南區正氣街36號,04-22873636,-,45間,NT$10000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
台中豐邑慕奇夕酒店,臺中市南屯區文心南六路288號、288號3樓,04-36007000,https://www.moxytaichung.com/,262間,NT$7800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
惠來谷關溫泉會館,臺中市和平區東關路一段溫泉巷10號,04-25951998,http://www.villa-spa.com.tw,49間,NT$7200-26800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葉綠宿-一中館,臺中市北區北區雙十路一段89-1號,04-27077373,-,27間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石岡森林,臺中市石岡區石岡街頭坪巷9之2號,0935-996212,https://forestcamptw.wordpress.com/,5間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
康茵行旅,臺中市烏日區大同九街73號2樓之1、之2、之3、之5，3樓之1、之2、之3、之5,04-23389333,https://comingplace.com/,74間,NT$1600-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小后院,臺中市后里區福美路11-9號,0911-769255,-,5間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木木行館,臺中市北屯區旱溪西路三段522號,04-24351122,https://www.motellin.com/,42間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中鳳凰酒店,臺中市中區民權路​​162號及​164號地下1樓至地上9樓,04-37028555,https://hotelphoenix.com.tw,263間,NT$7260-15180(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
浪琴文創旅館,臺中市西區忠明南路206號,04-23781208,-,36間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐品居旅館,臺中市中區成功路10號12樓之1,04-22220611,-,6間,NT$519-1899(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金家園大旅社,臺中市東勢區第二橫街7號,04-25877182,-,23間,NT$800-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
簡愛汽車旅館,臺中市北區山西路1段86號,04-22927878,-,33間,NT$3980-8880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伴畔旅店八糎米文旅,臺中市中區綠川西街135號4樓之一、之二,04-22205588,-,127間,NT$3000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新家大飯店,臺中市中區光復路45號1至5樓,04-22262125,-,28間,NT$700-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
默默旅宿,臺中市后里區安眉路116巷105號,0980-168517,-,5間,NT$4200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
統一大飯店,臺中市沙鹿區日新街92號,04-26622121,-,49間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇凱賓館,臺中市中區三民路二段116號6樓之1,04-22206108,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,13間,NT$500-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中萬楓酒店,臺中市西屯區環中路二段1155號,04-36065188,http://www.fairfield.tw/,131間,NT$7800-11800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東平旅社,臺中市東勢區豐勢路480號,04-25871285,-,14間,NT$350-350(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
知客商旅,臺中市西屯區福星北三街33巷56號,04-24517333,-,47間,NT$6000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東勢的家,臺中市東勢區慶福里6鄰東關路四段1078巷51號,04-25877245,http://home.emmm.tw,4間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葉綠宿台中車站館,臺中市中區建國路173號,04-22262777,https://tchotel.business.site/,93間,NT$8200-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和昕商旅,臺中市中區自由路二段135號(1至4樓),04-22262227,-,31間,NT$980-2580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
植光花園酒店,臺中市中區光復路50、52號2~6樓,04-22230880,-,45間,NT$12000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
二八樹巷藝術文旅,臺中市西屯區櫻城一街85號,04-23157171,http://www.28shuxiang.com,24間,NT$2180-9880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
順天環匯酒店,臺中市西屯區臺灣大道三段​818號二樓之3、之5~9，三樓之1~3、之5~9，四樓之1~3、之5~9，十一樓之1~3、之5~9，十四樓之1~3、之5~9（2~4、11、14層）,04-27061688,-,71間,NT$10800-25800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
飛花落院民宿,臺中市新社區中興里中興嶺街一段111號,04-24221100,-,3間,NT$12000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花洲大旅社,臺中市中區平等街132號2樓,04-22226116,-,10間,NT$650-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宇春商旅,臺中市西屯區廣吉一街102號,04-24264458,-,45間,NT$1580-4580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
圖格旅旅館,臺中市中區成功路339號,04-22295653,-,9間,NT$1300-13000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
車王大飯店,"臺中市北區精武路590號,柳川東路4段13號6樓1-24,7樓1-24",04-22061515,-,48間,NT$1500-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柚子民宿,臺中市后里區墩北里九甲六路582號,0972-922899,https://booking.owlting.com/,5間,NT$2600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中商務旅館－八仙山莊,臺中市和平區東關路一段200號之8,04-25950266,http://www.basianvillas.com/,18間,NT$3200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東南亞行旅,臺中市大甲區中山路一段943號,04-26873121,-,11間,NT$700-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國賓大旅社,臺中市豐原區三民路37號,04-25222191,-,20間,NT$770-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
集賢大飯店,臺中市中區中山路17之7之1、17之8之1號,04-22291171,-,35間,NT$1400-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太吉利旅社,臺中市北區五常街30號,04-22018607,-,22間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴻賓大旅社,臺中市豐原區三民路35號,04-25222168,-,18間,NT$900-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國際知客會館,臺中市西屯區福星北三街33巷52號,04-24517333,-,70間,NT$6600-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
迷你屋旅舍,臺中市沙鹿區興安路46-1號,04-26353777,-,22間,NT$1000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
君瑞精品旅店,臺中市東區復興路四段100號9樓之1、10樓之1,04-22268688,-,27間,NT$2800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麻雀巢行旅,臺中市中區中山路175巷15號,04-22209988,-,74間,NT$3600-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福農莊,臺中市新社區龍安21-3號,04-25931426,http://happyfarm.emmm.tw/,5間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
述夏汽車旅館,臺中市北屯區軍功路二段267號,04-22397117,-,28間,NT$9760-9760(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花國大旅社,臺中市中區成功路26號6-7樓,04-22204135,-,26間,NT$850-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安可旅店,臺中市中區中山路3-1號,04-22225005,-,46間,NT$3200-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅河精品旅館,臺中市西屯區經貿路二段488號,04-24258877,-,42間,NT$3780-11880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松之戀,臺中市新社區崑山里食水嵙6之7號,04-25814888,https://www.thepinesresorts.com,4間,NT$9800-11800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬告的傳奇民宿,臺中市和平區東關路1段裡冷巷5-8號,04-25943927,-,3間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黎安商旅商務旅館,臺中市西屯區西墩里13鄰上安北街18號,04-27072666,-,78間,NT$1500-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小西城旅店,臺中市西區五權路96號7、8、9樓,04-22029992,-,20間,NT$8000-22000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大雪山莊園,臺中市和平區雪山路22號,04-25881578,-,5間,NT$6000-27000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水舞行館,臺中市西屯區龍富路5段200號,04-22512888,-,39間,NT$3000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清嵐農莊,臺中市后里區泰安里福興路125之21號,04-25561789,-,5間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅樂旅店,臺中市中區中山路55號,04-22217668,https://www.olah.com.tw/Taichung-Zhongshan/tw/,40間,NT$8625-13800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐蘭汽車旅館,臺中市西屯區市政路245號,04-22527878,-,45間,NT$7440-10600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇星商旅(中港館),臺中市西屯區臺灣大道三段552號,04-27053568,-,30間,NT$3200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星享道酒店,臺中市西屯區福星北路18號,04-27062208,http://www.inskyhotel.com/,86間,NT$8800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伯達行旅,臺中市西屯區上墩路1號,04-27068111,-,59間,NT$8000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桂之旅,臺中市西屯區惠來路三段188號,04-23162217,http://www.hotelkuei.com.tw/,31間,NT$1980-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
儷金商務旅館,臺中市北區太原路1段520號,04-22083916,http://www.lijin-hotel.com,52間,NT$1880-2660(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馨舍民宿,臺中市新社區協成里華豐街178號,04-25822718,-,2間,NT$2200-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
背包41青年旅館,臺中市中區繼光街59號,0952-612212,-,16間,NT$20000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇星商旅,臺中市西屯區臺灣大道三段556巷1弄8號,04-27058258,http://www.kinghotel.com.tw,42間,NT$3480-3480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南北旅社,臺中市中區建國路159巷15號,04-22224552,-,15間,NT$300-300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風自然親子時尚旅宿,臺中市后里區月湖東路358巷102號,04-25582638,https://www.wind-natural.com.tw,5間,NT$8800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
武陵國民賓館,臺中市和平區平等里武陵路3-1號,04-25901259,-,116間,NT$3190-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
優勝美地汽車旅館中華會館,臺中市北區中華路2段197號,04-22051199,-,26間,NT$5980-11980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明治溫泉大旅社,臺中市和平區東關路一段溫泉巷17號,04-25951111,-,18間,NT$4000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悄悄話旅宿,臺中市后里區安眉路116巷101號,0980-168517,-,11間,NT$4200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅曼妮商務汽車旅館,臺中市后里區民生路348號,04-25580777,-,30間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鳳凰山民宿,臺中市后里區仁里里圳寮路47巷7號,04-25565994,https://a38030028.wixsite.com/ffarm,3間,NT$2300-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
璽朵精品旅館,臺中市西屯區朝馬二街46號,04-22587789,-,25間,NT$9980-9980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東山旅社,臺中市東勢區豐勢路中盛巷30號,04-25872126,-,11間,NT$500-700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
七二旅店,臺中市中區自由路二段72號10樓之1、11樓之1,04-22215228,-,18間,NT$1080-1580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福壽山農場,臺中市和平區梨山里福壽路29號,04-25989501,http://www.fushoushan.com.tw,109間,NT$4000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
五福加持民宿,臺中市石岡區萬仙街岡仙巷2之2號,04-25823035,-,3間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北海大飯店,臺中市北區中清路一段286、288號,04-22054161,-,30間,NT$810-810(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
現代莊園,臺中市新社區永源里水井街39巷11號,04-22387387,-,5間,NT$10000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星光山悅民宿,臺中市和平區雪山路出雲巷18號,04-25971009,-,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馥格堡酒店,臺中市西區美村路一段22號3樓之1至3樓之111,04-23280707,https://www.airlineinn.com,41間,NT$6800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
成尼斯汽車旅館,臺中市西屯區上安路175號1、2樓,04-36026168,-,25間,NT$7160-9360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
都樂旅館,臺中市西屯區臺灣大道四段458號,04-24623322,-,29間,NT$16800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
銀座大飯店,臺中市中區臺灣大道一段81巷18號,04-22252181,http://www.gin-za.com.tw/,61間,NT$1250-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
火柴盒,臺中市龍井區新興路13巷16號,09-12378070,-,3間,NT$3900-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中愛戀旅店,臺中市北區錦祥街22號,04-22361777,http://www.amourhotel.com.tw,40間,NT$4500-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富都大旅社,臺中市沙鹿區中山路294號,04-26621106,-,15間,NT$800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中車站快捷旅店,臺中市東區復興路四段184號,04-22261822,-,21間,NT$1400-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金沙汽車旅館,臺中市北區太平路201號,04-22083388,http://www.jinsha-motel.com.tw/,33間,NT$6560-9760(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
映夜行館,臺中市西屯區市政北七路192號,04-22597799,-,31間,NT$4700-4700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧園旅店,臺中市中區台灣大道一段208號,04-22276115,-,30間,NT$650-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新峰旅社,臺中市霧峰區中正路875巷2號,04-23393007,-,7間,NT$600-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍城大旅社,臺中市東區立德街13號,04-22223569,-,14間,NT$500-750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花沐蘭精品旅館,臺中市沙鹿區七賢路288號,04-26624848,-,30間,NT$4980-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金滿家大飯店,臺中市北區五義街167號,04-22012526,-,35間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清境民宿會館,臺中市東勢區茂興里15鄰東蘭路197之73號,0928-972015,http://www.greenhouse2.com.tw,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黑金文旅,臺中市中區中山路175巷20號,04-22211175,-,1間,NT$500-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東關溫泉大旅社,臺中市和平區東關路一段溫泉巷18號,04-25951112,-,9間,NT$4500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
酒桶山民宿,臺中市太平區東汴里山田路長青巷28-1號,04-22766060,-,3間,NT$3080-4730(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小田田民宿,臺中市后里區三月路3之1號,04-25572106,-,4間,NT$2800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳賓旅社,臺中市大里區新南路80號,04-24852023,-,12間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲平精品旅館,臺中市太平區新興路106號,04-23925555,-,53間,NT$6800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
文華道會館,"臺中市西屯區文華路138巷31號,150巷52號3-8樓",04-36026088,http://www.inone.com.tw/main.html,196間,NT$6820-7480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
元素會館,臺中市中區市府路81號5、6樓,04-22202525,-,12間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台中之星汽車旅館,臺中市西屯區黎明路3段388號,04-24512888,-,39間,NT$9800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金龍旅社,臺中市東勢區第二橫街26號,04-25873805,-,8間,NT$200-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萊特薇庭(LIGHTWEDDING),臺中市西屯區龍富路五段400號3~6樓,04-22538222,-,20間,NT$9800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇春賓館,臺中市清水區新興路145號,04-26226185,-,40間,NT$1000-1380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
意文大飯店,臺中市中區成功路160號,04-22238031,-,49間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
閑庭閣,臺中市石岡區豐勢路77巷26號,04-25887245,https://sunnyhouse.mmweb.tw/,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
覓玥精品時尚旅館,臺中市太平區環中東路四段629號,04-22755599,-,70間,NT$5980-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
豪宮大飯店,臺中市中區光復路115號,04-22242190,-,37間,NT$800-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香榭驪舍大飯店,臺中市北區五權路377號8至11樓,04-22013456,https://www.facebook.com/HotelChampsElyseesTaichung/,49間,NT$1200-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
莿桐花文創微旅,臺中市中區臺灣大道一段141巷11號,04-22230338,-,29間,NT$3600-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
慕田峪,臺中市新社區中興街56-2號,04-25931088,-,11間,NT$2990-5390(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春天溫泉SPA旅館,"臺中市大里區永隆路451號,東明路608,610號",04-24063836,-,40間,NT$6980-9880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富春大飯店,臺中市中區中山路3號,04-22283181,-,61間,NT$530-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
劦陶宛,臺中市新社區協成里興義街130號,04-25811141,-,5間,NT$6600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘭夏會館,臺中市南屯區大墩11街333號,04-22548181,http://www.lanxia.com.tw,47間,NT$2580-20880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美豐旅社,臺中市中區建國路159巷12號,04-22283111,-,18間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
過來旅店,臺中市中區市府路101號,04-22296200,http://www.pfhotel.com.tw/,21間,NT$4350-4725(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
武陵富野渡假村,臺中市和平區平等里武陵路3-16號,04-25901399,-,143間,NT$7800-29040(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福棧,臺中市大甲區育德路21號,04-26873101,-,25間,NT$4500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
僑芳賓館,臺中市后里區后里里復興街104號,04-25571671,-,12間,NT$900-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一三三別舘,臺中市烏日區中山路2段143號,04-23381123,-,21間,NT$980-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
虹夕諾雅谷關,臺中市和平區東關路一段溫泉巷16號,04-25951265,https://taiwanstay.net.tw/tourism_web/search.php?list_type=legal,50間,NT$46570-61123(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
逢甲25行館,臺中市西屯區逢甲路301巷22弄1號,04-24525937,http://www.fj25hotel.com/,25間,NT$1480-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
印象西湖精品汽車旅館,臺中市大里區中山路190號,04-24968669,-,20間,NT$5600-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梨的故事館,臺中市東勢區東崎路三段688巷168號,04-25879586,http://www.yungyeh.com.tw,2間,NT$6000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
離家出走,臺中市石岡區豐勢路梅子巷37-11號,04-25823066,-,4間,NT$3600-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
冬冬之家民宿,臺中市龍井區南寮里中沙路南寮巷21弄8-1號,04-26333311,-,3間,NT$6600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠森林民宿,臺中市東勢區東蘭路197之75號,0928-972015,-,4間,NT$4200-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
全一大飯店,臺中市南區復興路2段74-18號,04-22618618,http://www.googles.idv.tw/hotel/,65間,NT$700-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
名帥大飯店,臺中市中區市府路146號6-8樓,04-22267589,-,48間,NT$2400-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
