旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
春友庭園民宿,苗栗縣南庄鄉東村17鄰南庄111號,037-824815,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新光明大旅社,苗栗縣竹南鎮博愛街48號,037-472267,-,12間,NT$800-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
忘煩花自在民宿,苗栗縣大湖鄉武榮村8鄰坑美寮53號,04-25895892,-,1間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
尤瑪阿麗,苗栗縣泰安鄉錦水村6鄰圓墩40號,037-941931,-,2間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
來來大旅社,苗栗縣苗栗市為公路559-1號,037-265991,-,10間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水雲間,苗栗縣南庄鄉東河村10鄰六隘寮23號,037-825777,-,3間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
神棹仙境民宿,苗栗縣三灣鄉大河村2鄰神棹山20號,0932-668582,-,5間,NT$1500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星宿民宿,苗栗縣南庄鄉蓬萊村4鄰紅毛館53-1號,037-821626,-,4間,NT$5800-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柏竺山莊,苗栗縣三義鄉雙潭村13鄰崩山下10號,0931-399089,https://www.31villa.com/,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐遊柿界民宿,苗栗縣公館鄉館東村12鄰館東166之6號,037-232358,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義行館,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之19號,0919-218244,-,3間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
卓也小屋,苗栗縣三義鄉雙潭村13鄰崩山下1-9號,037-879198,-,1間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
騰龍山莊,苗栗縣泰安鄉錦水村橫龍山5號,"037-941002,941538",-,6間,NT$3300-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薑麻園裕國山莊,苗栗縣大湖鄉栗林村9鄰薑麻園12之6號,037-951829,-,3間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
戀戀山水農莊民宿,苗栗縣公館鄉開礦村2鄰開礦30號,0903-929218,http://www.inlove.com.tw,2間,NT$4680-7680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
觀雲田莊,苗栗縣南庄鄉員林村4鄰小南埔19之2號,0917-246256,http://www.cloudviewhouse.com/,3間,NT$3800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馬力十族民宿,苗栗縣泰安鄉錦水村12鄰圓墩92號,037-941110,-,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山居蘭園,苗栗縣南庄鄉南富村22鄰四灣77之1號,037-825968,-,3間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅芬大旅社,苗栗縣後龍鎮勝利街250-14號,037-722119,-,22間,NT$600-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠波浪森林會館民宿,苗栗縣三義鄉龍騰村13鄰龍騰3之6號,0989-966858,-,5間,NT$4200-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
中興旅社,苗栗縣銅鑼鄉銅鑼里新興路4號,037-981429,-,9間,NT$700-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
戀空民宿,苗栗縣造橋鄉造橋村15鄰東坑9之3號,037-540330,http://www.facebook.com/iskyvilla,4間,NT$3600-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
青杉嶴民宿,苗栗縣南庄鄉東河村21鄰石壁23號,037-821510,-,4間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春谷農場,苗栗縣南庄鄉南江里14鄰小東河25號,037-821892,https://www.chungu.com.tw/,10間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
霧上雲端,苗栗縣大湖鄉栗林村9鄰薑麻園13號,037-951522,-,5間,NT$4500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御賞屋民宿,苗栗縣大湖鄉富興村9鄰八寮灣1-60號,037-997068,-,5間,NT$9000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘇維拉民宿,苗栗縣南庄鄉田美村16鄰四灣92號,0932-331510,-,3間,NT$8800-12600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天堂鳥民宿,苗栗縣南庄鄉南江村5鄰東江98號,037-821727,-,4間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄風鈴木咖啡民宿,苗栗縣南庄鄉東村16鄰南庄79之5號,037-822568,-,5間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山湖戀民宿,苗栗縣卓蘭鎮上新里10鄰食水坑11之6號,04-25898796,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御香園商務汽車旅館,苗栗縣通霄鎮中山路522號,037-750789,-,37間,NT$2080-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富川花園,苗栗縣南庄鄉東村17鄰環清路36號,037-822566,-,4間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
楚留香民宿,苗栗縣泰安鄉清安村12鄰洗水坑114號,037-941730,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日出溫泉渡假飯店,苗栗縣泰安鄉錦水村橫龍山34號,037-941988,https://hothotel.com.tw/system/,21間,NT$6000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
琪海汽車旅館,苗栗縣竹南鎮八德1路181號,037-628628,-,40間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
野薑花森林坊,苗栗縣三義鄉雙潭村13鄰崩山下3號,037-879143,-,3間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太湖民宿,苗栗縣大湖鄉大寮村7鄰草崠21號,037-995269,-,5間,NT$3200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台灣新旅社,苗栗縣竹南鎮中山路28號1-2樓,037-473636,-,12間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
達拉灣民宿,苗栗縣泰安鄉士林村5鄰馬那邦32-1號,037-962349,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
慕農客民宿,苗栗縣公館鄉開礦村1鄰開礦22-10號,037-223579,-,4間,NT$3300-5300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
檜意村民宿,苗栗縣通霄鎮南和里9鄰南和113之6號,037-782883,-,3間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山水居民宿,苗栗縣大湖鄉栗林村13鄰內雙坑5-5號,037-951513,-,3間,NT$4200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遇見台灣百合,苗栗縣三灣鄉銅鏡村7鄰大銅鑼圈69-11號,037-834256,https://www.facebook.com/taiwanlilyhome,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一葉蘭民宿,苗栗縣南庄鄉東河村24鄰鹿場21-1號,037-821012,-,5間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福軒養生館,苗栗縣三義鄉雙潭村10鄰雙連潭155號,037-879177,-,4間,NT$2800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松鶴向陽居民宿,苗栗縣公館鄉仁安村9鄰仁安118-5號,0927-216781,-,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
莓景風采民宿,苗栗縣大湖鄉大湖村1鄰中原路80號,0922-662376,-,5間,NT$10000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
布襪娃森林民宿,苗栗縣頭份市上興里14鄰牛欄窩33號,0979-998585,-,3間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
弍寓民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43之18號,0978-213198,-,4間,NT$9600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美之宿,苗栗縣南庄鄉田美村2鄰田美22之27號,0932-286129,-,5間,NT$3600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義漫步山林民宿,苗栗縣三義鄉廣盛村41鄰八股路館前9巷1之9號,0968-695989,-,4間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清風朗月莊,苗栗縣公館鄉福星村10鄰福星312之8號,037-222068,-,3間,NT$4600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
櫻之芳庭民宿,苗栗縣公館鄉福星村7鄰福星227之9號,037-237387,-,3間,NT$4200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
癩蛤蟆民宿,苗栗縣三義鄉龍騰村8鄰外庄66號,0932-529911,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲洞山莊,苗栗縣三義鄉雙潭村16鄰崩山下45號,037-951531,-,5間,NT$3500-9750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
無盡夏民宿,苗栗縣南庄鄉東河村6鄰東興新邨55號,037-825522,-,5間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
弌宅民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43之19號,0932-535492,-,4間,NT$9600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山田民宿,苗栗縣南庄鄉田美村3鄰田美66之1號,0909-071498,-,5間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄拾光民宿,苗栗縣南庄鄉南江村10鄰石坑22號,037-823298,-,2間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輕山居,苗栗縣通霄鎮福興里10鄰福興112之33號,0933-206929,-,5間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
坪林五二民宿,苗栗縣卓蘭鎮坪林里5鄰坪林52號,04-25921168,-,2間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好自在民宿,苗栗縣泰安鄉大興村4鄰57號,037-993501,-,4間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
揚昊民宿,苗栗縣苑裡鎮蕉埔里8鄰蕉埔86之6號,0911-174143,-,4間,NT$5600-8400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅棗民宿,苗栗縣公館鄉中義村11鄰中義267之5號,037-234443,-,4間,NT$2800-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晨境森林,苗栗縣南庄鄉蓬萊村4鄰紅毛館46號,0912-071226,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自然風情民宿,苗栗縣卓蘭鎮西坪里12鄰西坪134之7號,04-25896666,http://www.naturalview.tw,4間,NT$5800-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喫茶居民宿,苗栗縣公館鄉福星村2鄰福星43之13號,037-231906,-,1間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沁澐森林莊園,苗栗縣三義鄉雙潭村16鄰崩山下45之1號,037-951236,-,5間,NT$12800-16800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星之森民宿,苗栗縣南庄鄉南江村3鄰東江31之15號,0902-277580,-,3間,NT$19000-19000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
向草語蟲民宿,苗栗縣三義鄉勝興村13鄰勝興50之1號,037-876416,-,5間,NT$6880-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
灣麗客庄民宿,苗栗縣苑裡鎮客庄里5鄰中正路89號,037-853793,-,2間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘊慢築民宿,苗栗縣公館鄉福星村8鄰福星262之5號,0937-586860,-,2間,NT$12000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小仙肉民宿,苗栗縣苗栗市維新里21鄰新東街347巷56號,0966-366633,-,1間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寄野山行,苗栗縣南庄鄉東河村12鄰橫屏背25之5號,037-825438,-,5間,NT$6200-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
西湖漫漫民宿,苗栗縣西湖鄉高埔村1鄰筧窩7之1號,0978-113372,-,4間,NT$6000-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
溪水旁民宿,苗栗縣三義鄉双湖村17鄰双湖81之2號,0911-396733,-,3間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石壁民宿,苗栗縣大湖鄉富興村1鄰法雲寺5之3號,0933-874094,-,4間,NT$6000-13800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
銅鑼灣商務旅館,苗栗縣銅鑼鄉銅鑼村中正路152號,0975-369889,-,11間,NT$3000-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
苗栗桐馨莊園民宿,苗栗縣公館鄉福星村1鄰福星29之2號,0960-584818,-,5間,NT$4200-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
南庄美德民宿,苗栗縣南庄鄉蓬萊村2鄰紅毛館33之3號,0935-513123,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宣妮民宿,苗栗縣竹南鎮崎頂里6鄰北戶26之2號,0975-191359,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
靛靛民宿,苗栗縣三義鄉勝興村10鄰勝興13之5號,0921-385055,-,3間,NT$4800-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
炭鄉八八庭園民宿,苗栗縣三義鄉雙湖村22鄰大坑88號,0932-524719,-,5間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石坑口民宿,苗栗縣南庄鄉南江村13鄰石坑61之6號,037-685656,-,5間,NT$5000-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
杉林民宿,苗栗縣南庄鄉東河村12鄰橫屏背26之1號,037-824578,-,3間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桐顏桐雨渡假山莊,苗栗縣南庄鄉蓬萊村9鄰四二份8之18號,0939-119415,http://www.tky.tw,5間,NT$4000-6300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義說走就走民宿,苗栗縣三義鄉廣盛村39鄰八股路館前2巷1之22號,0963-125550,-,3間,NT$5500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
杉桐雅築,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之1號,0963-125550,-,4間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
六沐森民宿,苗栗縣公館鄉仁安村6鄰仁安99之21號,0988-771506,-,4間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微光書旅民宿,苗栗縣銅鑼鄉銅鑼村19鄰中正路5號,037-982453,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
公館柿子紅了,苗栗縣公館鄉福德村3鄰福德21號,0976-362625,-,4間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
怡花優靜民宿,苗栗縣南庄鄉田美村3鄰田美55之2號,0933-435841,-,3間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鯉享童樂親子民宿,苗栗縣三義鄉鯉魚潭村3鄰鯉魚口65之9號,0903-339077,-,3間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新發興莊園,苗栗縣大湖鄉大南村3鄰小南勢44號,0933-434669,-,2間,NT$3200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安禾居民宿,苗栗縣苗栗市嘉盛里26鄰為公路686巷1號,0919-045679,-,3間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
耶西民宿,苗栗縣南庄鄉獅山村8鄰獅山20-2號,0936-044153,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
甘丹民宿,苗栗縣三義鄉双湖村15鄰双湖7之11號,0978-275231,-,4間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北河莊園,苗栗縣公館鄉北河村13鄰北河138之2號,0928-360108,https://www.facebook.com/PeiHochuangyuan/,5間,NT$7900-7900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碩玥民宿,苗栗縣公館鄉苗栗縣公館鄉仁安村9鄰122之10號,0966-615696,-,4間,NT$7000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山語,苗栗縣南庄鄉南江村18鄰長崎下25號,0925-326066,-,2間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
肆院民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43-16號,0927-950880,-,5間,NT$25000-35000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
進泉莊民宿,苗栗縣獅潭鄉新店村12鄰新店164之3號,0935-335745,-,2間,NT$7000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
格拉斯行館,苗栗縣南庄鄉南江村5鄰東江80號6樓,037-823636,-,9間,NT$16000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義漫遊桐花民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之26號,0908-035933,-,4間,NT$3200-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
弎弄民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43-17號,0935-326423,-,5間,NT$25000-35000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福山居莊園,苗栗縣三義鄉鯉魚潭村9鄰南片山下52-9號,0953-203370,-,5間,NT$14000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木星花時間民宿,苗栗縣大湖鄉義和村8鄰淋漓坪113號,037-996796,-,5間,NT$7200-8600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福倍增,苗栗縣南庄鄉南富村17鄰四灣27之3號,037-825988,-,3間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萊穗民宿,苗栗縣苑裡鎮舊社里4鄰舊社37之2號,0978-391598,-,3間,NT$5000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
岩川民宿,苗栗縣卓蘭鎮景山里4鄰景山63之1號,04-25921680,https://www.springcreek.com.tw/,5間,NT$6000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天水居,苗栗縣南庄鄉東河村10鄰六隘寮2之1號,0923-663412,-,4間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠意山莊民宿,苗栗縣苑裡鎮蕉埔里8鄰蕉埔86之5號,0983-5050121,-,4間,NT$5600-8400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
聚福居民宿,苗栗縣公館鄉仁安村9鄰仁安118之2號,0932-631082,-,3間,NT$3200-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂吧溪畔莊園,苗栗縣南庄鄉獅山村5鄰田美22之5號,0988-396817,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三義壹號民宿,苗栗縣三義鄉双潭村7鄰双連潭99號,0926-355757,-,4間,NT$25000-35000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
